-0.39705722	-0.36603153	-0.35579772	0.97151535	0.21041798	0.72740209	0.89681581	0.87851907	-0.38720636	-0.40156719	-0.99660557	0.03237744	0.3250091	0.24811857	0.31630768	-0.96565063	0.38720636	0.40156719	0.99660557	-0.03237744	-0.3250091	-0.24811857	-0.31630768	0.96565063
-0.20237896	0.45531201	-0.41070249	-0.21827436	1.0177773	0.54474953	0.70777138	0.67109895	-0.91498522	5.5616213	0.86139831	-0.53939901	0.30208614	-0.33853438	-0.27459585	-1.1817173	0.65140434	-0.14466005	-0.45769508	0.46452601	-0.048376804	0.31945728	0.26660706	0.8453161
-0.03278993	0.39146207	0.10995532	0.32509942	-1.3006961	0.20597533	-1.8265961	1.1992592	-119.07729	-0.57549033	-0.10451869	-29.790405	-1.0774093	-17.857302	-15.311311	48.403677	0.0055807607	1.164889	4.7119644	0.014574176	0.68268455	0.01873647	0.019906062	-0.0020905154
-1.2903988	-0.30839913	-3.8354875	-6.701891	0.92981779	0.44276843	0.48499824	1.0633081	-3.7540264	1.5597029	0.25544061	-1.7092767	-0.17012276	-0.45795855	-0.39161683	-0.58038881	0.25267104	-0.61202688	-0.75390189	0.57504202	0.10089945	0.81112975	0.7113998	0.86735522
0.32013478	1.867551	-3.6567152	-1.3055983	0.060594719	0.073845185	0.046536268	-0.067762932	0.4675997	0.46146177	-0.59405089	0.37386081	0.36938983	0.33476221	0.32311061	0.33854876	-2.0755931	-1.2493986	0.48863906	-2.4176923	-1.0578691	-2.5305149	-2.5550962	-0.70731406
0.63018628	-0.68510682	0.65988862	-2.7496354	0.56893725	0.77106933	1.0062005	1.2060435	10.851467	1.6005605	2.890559	4.9233454	0.45107682	0.79212737	3.7466817	-4.657251	-0.082403504	-0.17203622	-0.24645619	-0.15675942	-0.36577859	-0.96545543	-0.20410408	0.20926688
-0.85512888	-0.46772139	-0.9178114	-0.4938411	1.2414074	0.76603258	-0.53300825	0.36322119	-0.20575814	2.0050444	-1.1264087	0.85184767	-0.79414757	0.94808447	0.96545587	0.79163315	0.010572864	-0.12310578	0.75831068	-0.18967804	0.44177008	-0.32424878	-0.37137029	-0.3374617
-0.18494276	0.2092768	0.14316866	-0.059004874	1.1445881	0.45749144	0.29659287	1.042811	-2.621975	8.7346374	2.1005788	-3.7943373	0.53531209	-3.8866525	-3.9352693	-0.34401846	0.12781676	-0.09635566	-0.2958638	0.18509998	-1.6914937	0.20068967	0.20228909	1.3656018
6.161032	9.3454727	-1.6391049	-2.4002783	1.1652279	1.1905551	0.043488557	1.9483098	-1.2080355	-1.2127122	-1.3672259	-2.2088348	0.1367919	-1.1992102	-1.2050986	-2.3320528	0.34679562	0.28710308	0.35883781	0.39960086	-0.061365407	0.40482197	0.39906293	0.30464013
0.1384304	0.8337144	0.63380669	-0.99788501	3.1930759	-1.4012787	-0.12688867	1.1984493	37.112974	-0.43415859	0.51784982	17.122233	-0.9543437	13.590033	12.746195	-20.999285	-0.025045551	1.7295296	-1.2103115	-0.058383848	0.77403417	-0.072844255	-0.077284926	0.04761797
