-0.47140452	1.4646104	-0.13629028	3.7230814	1.5003876	-1.0979435	5.9157754	0.26420814	-0.56272615	6.5713629	1.5979232	-0.76824913	8.6057396	0.5425884	-0.5169753	1.8856181	-1.3333333
-0.47140452	1.8764283	-0.1398086	3.6444216	0.70857211	6.9053191	8.2685437	-2.7294337	11.43605	6.1850971	1.9602854	4.0649817	11.258574	-1.4805068	5.831252	1.8856181	1.3333333
-0.47140452	1.8508251	-0.38419292	3.3017124	0.24332161	-1.316329	4.6332334	1.1053764	-1.8107756	5.8370614	1.2594041	-0.3387807	7.1189216	0.016918875	0.0018740018	1.8856181	-1.3333333
-0.47140452	1.4079357	0.25816956	0.79130704	2.1786185	0.030482429	2.3624803	1.1610049	0.054192062	6.4675019	1.573068	6.6829207	9.2368227	0.76570999	8.2210138	1.8856181	-1.3333333
-0.47140452	6.4557678	3.8874478	1.8083002	7.837079	-10.555826	3.1838052	1.8283221	0.12736547	4.3937826	2.8006199	0.41009652	5.4584304	0.57015343	7.7272113	1.8856181	1.3333333
-0.47140452	-4.8333863	1.2893162	2.1580727	-0.99656292	-0.57397426	3.5082888	-1.7591859	-1.7406298	1.9278156	-2.9568701	-2.5608214	0.69604515	-2.2539109	-1.472553	1.8856181	-1.3333333
-0.47140452	2.2408119	-0.21556193	7.302378	-3.4509787	1.3494795	9.4800007	-3.4829215	10.057292	1.3531073	4.0273284	-2.7177826	9.7209486	-0.93687433	-1.9792537	1.8856181	1.3333333
-0.47140452	-1.7840334	-0.19870943	3.9437776	-0.56006868	1.9137394	-2.0512534	-5.4937885	-0.76751459	3.5782966	-3.4039342	0.03491742	-0.83401002	-2.7948671	-2.0080329	1.8856181	-1.3333333
-0.47140452	1.5976925	-0.16994908	-8.5716377	-6.0056651	8.3571579	-4.8290782	-4.7675446	5.4489733	22.016961	12.618511	21.054661	1.717341	-1.8928283	2.199977	1.8856181	-1.3333333
-0.47140452	-0.2608583	-1.6935998	-1.7071526	-1.3677256	-1.9730146	-1.6504994	-0.13245304	2.4770667	-0.22769422	0.20358219	1.3191911	1.6017958	1.9336797	1.4610868	1.8856181	1.3333333
-0.47140452	1.2515319	0.80990598	4.5258767	-0.40567348	3.1207175	4.8943257	-1.1965356	1.6330552	7.0593524	-1.5142434	1.7853045	6.9736085	-0.034457062	3.6294638	1.8856181	-1.3333333
-0.47140452	1.3329641	0.57626005	1.3852872	1.7862308	0.88562508	1.6678416	0.42877062	0.036884791	0.60705509	-0.62840413	0.68130573	-3.4252833	3.7110205	-0.96366254	1.8856181	1.3333333
-0.47140452	-1.8701705	-1.6343578	2.201396	0.25333985	-1.6513929	4.4189084	-0.17365089	-0.92047379	3.9908451	0.96001163	0.10116939	5.0143623	-0.72715519	2.129107	1.8856181	-1.3333333
-0.47140452	3.5881213	-24.408406	1.8659462	-18.290087	-8.0472918	0.81369666	-4.4955046	1.8369482	1.744068	-1.7661882	0.028228589	3.6741347	1.2009972	0.49891455	1.8856181	1.3333333
-0.47140452	-75.558349	-48.898252	2.882922	52.898566	-22.59671	3.5951678	3.6965227	-0.19494249	2.213706	1.3769916	-0.022641494	-11.938697	-6.7209667	-4.280913	1.8856181	-1.3333333
-0.47140452	1.876705	-0.17919075	-0.38748068	1.8435047	-5.8092677	1.9705479	2.9667905	-0.9135866	4.646729	2.8704436	-1.3644878	3.4915189	1.2655617	-0.12641313	1.8856181	1.3333333
-0.47140452	-3.426314	-2.1594642	-2.3561877	-5.3815582	-5.3501552	5.8139371	3.2461752	-4.0394255	3.4585966	1.4259897	-2.2301698	8.3855036	0.46472324	3.2793868	1.8856181	-1.3333333
-0.47140452	-0.30975254	-1.6296987	-0.02490814	-2.0885617	-1.827787	0.69554984	-0.91273757	-3.6513519	1.4783755	0.55148845	-2.1055689	1.0779738	-2.1188787	-1.326259	1.8856181	-1.3333333
-0.47140452	3.8084285	-2.5298011	-0.29992955	2.5411523	-8.984868	-3.1117733	6.5992722	-0.49900856	-1.8065672	4.8109885	-0.020351457	-5.5100133	4.4480839	5.3168811	1.8856181	1.3333333
-0.47140452	49.287151	10.948925	-2.005471	22.274805	-41.895752	-0.23809693	-1.5388192	-2.7469904	-1.6053331	2.6782127	-2.6473914	-0.091682748	2.5324147	0.70942655	1.8856181	1.3333333
-0.47140452	-0.46091526	-1.3057654	1.1381708	1.7548503	-3.7715935	12.13585	-12.421695	-3.5892442	-1.8824399	1.3466199	8.0453098	-0.36614656	2.6294524	-0.63539102	1.8856181	1.3333333
-0.47140452	-1.6975533	0.035298235	3.7499574	-0.70784197	0.77516313	8.1808788	-1.2392982	0.033380255	4.736862	1.3888916	0.85717806	9.3360703	0.80079931	0.49591366	1.8856181	-1.3333333
-0.47140452	18.02418	27.398088	1.5838726	29.591798	-4.983078	3.304888	-0.30691926	-1.7957208	4.5703072	1.4901578	-0.10657015	3.2762192	1.3416816	0.88151136	1.8856181	1.3333333
-0.47140452	-1.3299931	-0.4559079	1.7414449	-2.3541897	-4.0525618	4.8688	-4.2966156	1.7881329	3.085727	-0.34914302	-4.9443439	3.3255427	1.3242431	-0.73620577	1.8856181	1.3333333
-0.47140452	-1.8240513	-0.26848823	3.8654271	-1.0178851	5.6642801	5.0659625	-1.6691918	3.7642037	7.4438252	-1.4036789	4.0378523	7.6327189	0.19857366	6.5685169	1.8856181	-1.3333333
-0.47140452	-2.6745672	0.082806929	-1.0479393	-3.821845	5.6719569	15.124929	6.9285348	-17.278043	6.4352088	0.1650893	1.4177191	3.4101348	-1.2943353	1.9446284	1.8856181	-1.3333333
-0.47140452	-1.3112433	0.48025125	1.195558	-2.2845167	-0.25518543	1.2426816	0.42969979	-0.21821333	1.6012434	-0.2639716	-2.1865622	1.4052997	-2.0031515	-1.4134546	1.8856181	-1.3333333
-0.47140452	1.8738414	-0.53978164	-0.58791854	1.1735072	-5.237666	1.0935434	3.6100753	-0.95203659	-0.75459573	3.1853941	-0.49971021	0.58561836	2.2929526	0.90805112	1.8856181	1.3333333
-0.47140452	9.4758733	-46.871301	-2.4565079	25.605841	17.456144	-3.5449603	11.231456	1.6028431	-2.5202642	5.6911743	-0.38915379	-0.71249464	2.7519049	0.02969633	1.8856181	1.3333333
-0.47140452	-11.924783	-53.283747	-2.0725541	-47.503647	0.33903599	-0.26346746	-0.83647303	1.403153	-1.8641175	-3.1796923	3.1986736	2.3222875	-1.6789474	1.6669291	1.8856181	-1.3333333
-0.47140452	-1.2498838	6.9960636	-2.1624478	2.477847	1.8499342	-3.2504606	3.2856789	4.0394586	1.8221291	0.17091014	3.036636	3.6938439	-1.194029	4.4772167	1.8856181	-1.3333333
-0.47140452	-0.97969211	-0.96230246	1.1660134	-2.3097232	-0.65497485	-3.5174733	4.4432576	5.2400504	1.571313	0.067516694	-4.6911163	0.52314966	-2.3150387	-0.61797063	1.8856181	-1.3333333
-0.47140452	4.0706962	6.6810164	3.0385724	15.02446	-13.778095	-0.81712662	3.2700912	-0.51433466	-2.2738285	5.1152257	-0.96387664	-15.782065	8.0798025	9.8986749	1.8856181	1.3333333
-0.47140452	2.4914755	-1.1160257	-3.1947811	-6.7990999	-8.1207464	6.3497849	16.077439	44.982653	7.6508232	10.493932	-3.7383444	-0.63632498	-2.7249749	-0.5222898	1.8856181	-1.3333333
-0.47140452	0.76902227	-2.2058897	0.63722146	-1.9401729	-3.0742595	3.4317947	-2.7729651	-0.14116005	1.7329608	0.39652543	-2.9436522	2.7371917	1.5322566	-1.1301038	1.8856181	1.3333333
-0.47140452	1.6430238	-0.22195461	-0.37635799	2.5820714	1.4207933	1.4754657	0.21901152	1.3313994	2.615683	0.15173935	2.3507493	3.5238395	-1.2541346	2.407988	1.8856181	-1.3333333
-0.47140452	-2.4751836	0.061245983	1.2562769	-2.205496	0.11252331	1.0123358	-0.97326906	-2.0297201	-1.2034595	-1.7891674	-1.0593968	-0.21322874	-2.5753877	0.29006637	1.8856181	-1.3333333
-0.47140452	7.5937713	-17.110383	1.6935099	-3.6879703	-9.3246325	1.3582861	-4.9407624	-2.9105949	0.38148119	0.4659443	0.0953385	-0.88771657	-2.8138552	0.045288783	1.8856181	-1.3333333
